4.250807349392896867e+03,1.368327949051884040e-01
1.255626511183457296e+04,3.961938528924794367e-01
9.278864407438446506e+03,2.938546139931237922e-01
1.917247734404146104e+04,6.027840040356680085e-01
2.843780627444809579e+04,8.920880480215334085e-01
6.416500167884111761e+03,2.044704394066452768e-01
7.518097549982767305e+03,2.388713306773193601e-01
9.688668132447424796e+03,3.066512461277438040e-01
1.379005587736141570e+04,4.347191733460945562e-01
6.427537226763347462e+03,2.048151146183144755e-01
1.051198423043432376e+04,3.323601003369687223e-01
1.576045923093525016e+04,4.962448758044331054e-01
2.784581144159139149e+04,8.736034516311188547e-01
1.068977921895462532e+04,3.379118905124987027e-01
1.977000577902065197e+04,6.214415491621938514e-01
1.679314741758126547e+04,5.284903180919789945e-01
2.579668976849687533e+04,8.096211046820939172e-01
2.522205713272798675e+04,7.916785980830175484e-01
2.716758272372227657e+04,8.524262585091728628e-01
5.782357389627845805e+03,1.846665108013074708e-01
1.878156234873898575e+04,5.905778556834615500e-01
7.646231926812974962e+03,2.428726488269056516e-01
4.971469577241988191e+03,1.593416474726473686e-01
2.858698981834360529e+04,8.967461917406970295e-01
1.219839297991921012e+04,3.850191819368190549e-01
2.457836001669718098e+04,7.715795909434536304e-01
1.941821766280296288e+04,6.104571326051098090e-01
8.441260065469230540e+03,2.676990959466695186e-01
2.813847176989460058e+04,8.827415525374645577e-01
6.616913232359201174e+03,2.107290908945271823e-01
1.724433419261070230e+04,5.425784878588930660e-01
9.904393296949539945e+03,3.133875026484558290e-01
1.105619382507645241e+04,3.493534460802043551e-01
1.155082767324529232e+04,3.647986752080504269e-01
6.806985171797043222e+03,2.166647499330481286e-01
2.409885414660314564e+04,7.566073371337630471e-01
7.198593850497529274e+03,2.288939542792598481e-01
1.583827619471973594e+04,4.986746955195012765e-01
1.155167596084883735e+04,3.648251634234425111e-01
8.062571872668478136e+03,2.558738117466299311e-01
6.819707673318405796e+03,2.170620527042978753e-01
2.066479196902061085e+04,6.493807938044108274e-01
2.855333295873699171e+04,8.956952817003686063e-01
1.036612952854188552e+04,3.278056628663273964e-01
1.757660550685021371e+04,5.529535482057764684e-01
6.153143357934593951e+03,1.962460382453290464e-01
4.182217237352121629e+03,1.346903570472466061e-01
7.114938438923564718e+03,2.262815676635769602e-01
1.416450735867588446e+04,4.464114330617791060e-01
1.273491829937966031e+04,4.017723454669858141e-01
4.612854753481431544e+03,1.481410965444287520e-01
1.907915240332936082e+04,5.998699747313097630e-01
1.556806244060702738e+04,4.902373203565767446e-01
1.361883849949237447e+04,4.293728980378881399e-01
1.463901377374354888e+04,4.612278828652109919e-01
1.722861167815895897e+04,5.420875574064816238e-01
2.702119769893352350e+04,8.478554925299670586e-01
9.844946592718493775e+03,3.115312156408328592e-01
3.524458010003317213e+03,1.141434577216943885e-01
2.096421546604538526e+04,6.587301320893036438e-01
2.375511240615033603e+04,7.458742244575632396e-01
1.952765483523343210e+04,6.138742569620568856e-01
1.658539329826016547e+04,5.220032531675750098e-01
2.439617028177435714e+04,7.658908376673462248e-01
1.206607379742274861e+04,3.808874663518946324e-01
7.927340057647988033e+03,2.516509060953804888e-01
3.514347916252383129e+03,1.138276150453245705e-01
2.819734950857097283e+04,8.845799659119616409e-01
2.384942752866524825e+04,7.488191532736618861e-01
2.768672880767651441e+04,8.686362141323473729e-01
3.397745310791939119e+03,1.101848399577863707e-01
1.032406002912889198e+04,3.264920054439013342e-01
8.894611986382091345e+03,2.818557760207934249e-01
3.141717095840953334e+03,1.021857626817022080e-01
1.201103808463227870e+04,3.791689546137894107e-01
1.433874191126080041e+04,4.518519057476304557e-01
7.721539461171757466e+03,2.452243089913314356e-01
1.608124187586019798e+04,5.062612482190342877e-01
1.031604870440677223e+04,3.262418446522911131e-01
2.746259851936599080e+04,8.616379109501035582e-01
1.523642203443026119e+04,4.798818984512712715e-01
9.732868319174565841e+03,3.080314474167747396e-01
1.098754559756930939e+04,3.472098597427865085e-01
3.619209802830477201e+03,1.171034902288809604e-01
1.031295320577293933e+04,3.261451849279345394e-01
9.678943339261852088e+03,3.063475782426288152e-01
2.735730693105107639e+04,8.583502583143345355e-01
2.159243031035034801e+04,6.783457914559446467e-01
2.431127511204371331e+04,7.632400421523114487e-01
1.776278174855417092e+04,5.587668352870368560e-01
6.229443997291542473e+03,1.986288517294172162e-01
1.790962690961988119e+04,5.633520215642013884e-01
1.701350093730360823e+04,5.353707917850965003e-01
1.543707226360570894e+04,4.861471731918104444e-01
1.858741276720056339e+04,5.845156171803317369e-01
1.687213660402288588e+04,5.309567326208995963e-01
1.429509489404484702e+04,4.504890283372263715e-01
2.136175915031087425e+04,6.711432146023678103e-01
1.120903067643264694e+04,3.541258728897042074e-01
1.136566759802230445e+04,3.590169523241640848e-01
